timestamp,sensor_id,temp_C,hum_%,TVOC_ppb,eCO2_ppm,PM1_0,PM2_5,PM10
2026-03-19 17:37:45,Sensor2,23.60,21.60,6,400,4,4,5
2026-03-19 17:37:45,Sensor2,23.60,21.60,14,400,4,5,6
2026-03-19 17:37:46,Sensor2,23.60,21.60,8,400,4,5,6
2026-03-19 17:37:47,Sensor2,23.60,21.60,7,400,4,5,6
2026-03-19 17:37:48,Sensor2,23.60,21.60,1,400,4,5,6
2026-03-19 17:37:49,Sensor2,23.60,21.60,12,400,4,5,6
2026-03-19 17:37:50,Sensor2,23.60,21.60,12,400,4,5,6
2026-03-19 17:37:51,Sensor2,23.60,21.60,14,400,4,5,6
2026-03-19 17:37:52,Sensor2,23.60,21.60,11,400,4,5,6
2026-03-19 17:37:53,Sensor2,23.60,21.60,9,400,4,5,5
2026-03-19 17:37:54,Sensor2,23.60,21.60,10,400,4,5,5
2026-03-19 17:37:55,Sensor2,23.60,21.60,6,400,5,5,5
2026-03-19 17:37:56,Sensor2,23.60,21.60,17,400,5,5,5
2026-03-19 17:37:57,Sensor2,23.60,21.60,18,400,5,5,7
2026-03-19 17:37:58,Sensor2,23.60,21.60,11,400,5,6,7
2026-03-19 17:37:59,Sensor2,23.60,21.60,12,400,5,5,7
2026-03-19 17:38:00,Sensor2,23.60,21.60,13,400,5,5,7
2026-03-19 17:38:01,Sensor2,23.60,21.60,12,400,5,5,7
2026-03-19 17:38:02,Sensor2,23.60,21.50,9,400,5,5,7
2026-03-19 17:38:03,Sensor2,23.60,21.50,16,400,5,5,6
2026-03-19 17:38:05,Sensor2,23.60,21.50,9,400,5,5,6
2026-03-19 17:38:06,Sensor2,23.60,21.50,10,400,4,4,6
2026-03-19 17:38:07,Sensor2,23.60,21.50,10,400,4,4,6
2026-03-19 17:38:08,Sensor2,23.60,21.50,12,400,4,4,6
2026-03-19 17:38:09,Sensor2,23.60,21.60,11,400,4,4,5
2026-03-19 17:38:09,Sensor2,23.60,21.60,8,400,4,4,5
2026-03-19 17:38:10,Sensor2,23.60,21.50,8,400,3,3,5
2026-03-19 17:38:11,Sensor2,23.60,21.50,17,400,3,3,5
2026-03-19 17:38:12,Sensor2,23.60,21.50,13,400,3,3,5
2026-03-19 17:38:13,Sensor2,23.60,21.50,11,400,3,3,5
2026-03-19 17:38:14,Sensor2,23.60,21.60,13,400,3,3,3
2026-03-19 17:38:15,Sensor2,23.60,21.60,11,400,3,3,3
2026-03-19 17:38:16,Sensor2,23.60,21.50,18,400,3,3,3
2026-03-19 17:38:17,Sensor2,23.60,21.50,22,400,3,3,3
